27.2600002289,13.220000267,0,0,0,-0.6051864028,0.7960838079,0
26.4400005341,16.0200004578,0,0,0,0.8134155273,0.5816830993,0
27.2600002289,13.220000267,0,0,0,-0.6051864028,0.7960838079,0
26.4400005341,16.0200004578,0,0,0,0.8134155273,0.5816830993,0
27.2600002289,13.220000267,0,0,0,-0.6051864028,0.7960838079,0
26.4400005341,16.0200004578,0,0,0,0.8134155273,0.5816830993,0
27.2600002289,13.220000267,0,0,0,-0.6051864028,0.7960838079,0
26.4400005341,16.0200004578,0,0,0,0.8134155273,0.5816830993,0
27.2600002289,13.220000267,0,0,0,-0.6051864028,0.7960838079,0
26.4400005341,16.0200004578,0,0,0,0.8134155273,0.5816830993,0
